id,prospettiva,categoria,domanda,risposta,citazioni
505,Lavoratore,DPI,Come verificare la compatibilità di più DPI indossati insieme?,Devono essere compatibili e mantenere efficacia simultanea secondo le istruzioni.,fileciteturn3file0
506,Azienda,Attrezzature di lavoro,Chi può effettuare la manutenzione di attrezzature a rischio elevato?,Solo personale qualificato e specificamente incaricato.,fileciteturn3file0
507,Lavoratore,MMC – Tecnica,Perché il carico deve stare vicino al corpo?,Per ridurre il momento torcente sulla colonna e lo sforzo muscolare.,fileciteturn3file0
508,Lavoratore,Aggiornamento formazione,L’aggiornamento specifico riguarda rischi e procedure del mio reparto?,Sì: è mirato e settoriale sui rischi della mansione.,fileciteturn3file0
509,Azienda,Segnaletica,Come garantire che i segnali siano compresi da tutti?,Formazione/induzione e uso di pittogrammi standard facilmente interpretabili.,fileciteturn3file0
510,Lavoratore,DPI,Come verificare la compatibilità di più DPI indossati insieme?,Devono essere compatibili e mantenere efficacia simultanea secondo le istruzioni.,fileciteturn3file0
511,Azienda,Attrezzature di lavoro,Chi può effettuare la manutenzione di attrezzature a rischio elevato?,Solo personale qualificato e specificamente incaricato.,fileciteturn3file0
512,Lavoratore,MMC – Tecnica,Perché il carico deve stare vicino al corpo?,Per ridurre il momento torcente sulla colonna e lo sforzo muscolare.,fileciteturn3file0
513,Lavoratore,Aggiornamento formazione,L’aggiornamento specifico riguarda rischi e procedure del mio reparto?,Sì: è mirato e settoriale sui rischi della mansione.,fileciteturn3file0
514,Azienda,Segnaletica,Come garantire che i segnali siano compresi da tutti?,Formazione/induzione e uso di pittogrammi standard facilmente interpretabili.,fileciteturn3file0
515,Lavoratore,DPI,Come verificare la compatibilità di più DPI indossati insieme?,Devono essere compatibili e mantenere efficacia simultanea secondo le istruzioni.,fileciteturn3file0
516,Azienda,Attrezzature di lavoro,Chi può effettuare la manutenzione di attrezzature a rischio elevato?,Solo personale qualificato e specificamente incaricato.,fileciteturn3file0
517,Lavoratore,MMC – Tecnica,Perché il carico deve stare vicino al corpo?,Per ridurre il momento torcente sulla colonna e lo sforzo muscolare.,fileciteturn3file0
518,Lavoratore,Aggiornamento formazione,L’aggiornamento specifico riguarda rischi e procedure del mio reparto?,Sì: è mirato e settoriale sui rischi della mansione.,fileciteturn3file0
519,Azienda,Segnaletica,Come garantire che i segnali siano compresi da tutti?,Formazione/induzione e uso di pittogrammi standard facilmente interpretabili.,fileciteturn3file0
520,Lavoratore,DPI,Come verificare la compatibilità di più DPI indossati insieme?,Devono essere compatibili e mantenere efficacia simultanea secondo le istruzioni.,fileciteturn3file0
521,Azienda,Attrezzature di lavoro,Chi può effettuare la manutenzione di attrezzature a rischio elevato?,Solo personale qualificato e specificamente incaricato.,fileciteturn3file0
522,Lavoratore,MMC – Tecnica,Perché il carico deve stare vicino al corpo?,Per ridurre il momento torcente sulla colonna e lo sforzo muscolare.,fileciteturn3file0
523,Lavoratore,Aggiornamento formazione,L’aggiornamento specifico riguarda rischi e procedure del mio reparto?,Sì: è mirato e settoriale sui rischi della mansione.,fileciteturn3file0
524,Azienda,Segnaletica,Come garantire che i segnali siano compresi da tutti?,Formazione/induzione e uso di pittogrammi standard facilmente interpretabili.,fileciteturn3file0
525,Lavoratore,DPI,Come verificare la compatibilità di più DPI indossati insieme?,Devono essere compatibili e mantenere efficacia simultanea secondo le istruzioni.,fileciteturn3file0
526,Azienda,Attrezzature di lavoro,Chi può effettuare la manutenzione di attrezzature a rischio elevato?,Solo personale qualificato e specificamente incaricato.,fileciteturn3file0
527,Lavoratore,MMC – Tecnica,Perché il carico deve stare vicino al corpo?,Per ridurre il momento torcente sulla colonna e lo sforzo muscolare.,fileciteturn3file0
528,Lavoratore,Aggiornamento formazione,L’aggiornamento specifico riguarda rischi e procedure del mio reparto?,Sì: è mirato e settoriale sui rischi della mansione.,fileciteturn3file0
529,Azienda,Segnaletica,Come garantire che i segnali siano compresi da tutti?,Formazione/induzione e uso di pittogrammi standard facilmente interpretabili.,fileciteturn3file0
530,Lavoratore,DPI,Come verificare la compatibilità di più DPI indossati insieme?,Devono essere compatibili e mantenere efficacia simultanea secondo le istruzioni.,fileciteturn3file0
531,Azienda,Attrezzature di lavoro,Chi può effettuare la manutenzione di attrezzature a rischio elevato?,Solo personale qualificato e specificamente incaricato.,fileciteturn3file0
532,Lavoratore,MMC – Tecnica,Perché il carico deve stare vicino al corpo?,Per ridurre il momento torcente sulla colonna e lo sforzo muscolare.,fileciteturn3file0
533,Lavoratore,Aggiornamento formazione,L’aggiornamento specifico riguarda rischi e procedure del mio reparto?,Sì: è mirato e settoriale sui rischi della mansione.,fileciteturn3file0
534,Azienda,Segnaletica,Come garantire che i segnali siano compresi da tutti?,Formazione/induzione e uso di pittogrammi standard facilmente interpretabili.,fileciteturn3file0
535,Lavoratore,DPI,Come verificare la compatibilità di più DPI indossati insieme?,Devono essere compatibili e mantenere efficacia simultanea secondo le istruzioni.,fileciteturn3file0
536,Azienda,Attrezzature di lavoro,Chi può effettuare la manutenzione di attrezzature a rischio elevato?,Solo personale qualificato e specificamente incaricato.,fileciteturn3file0
537,Lavoratore,MMC – Tecnica,Perché il carico deve stare vicino al corpo?,Per ridurre il momento torcente sulla colonna e lo sforzo muscolare.,fileciteturn3file0
538,Lavoratore,Aggiornamento formazione,L’aggiornamento specifico riguarda rischi e procedure del mio reparto?,Sì: è mirato e settoriale sui rischi della mansione.,fileciteturn3file0
539,Azienda,Segnaletica,Come garantire che i segnali siano compresi da tutti?,Formazione/induzione e uso di pittogrammi standard facilmente interpretabili.,fileciteturn3file0
540,Lavoratore,DPI,Come verificare la compatibilità di più DPI indossati insieme?,Devono essere compatibili e mantenere efficacia simultanea secondo le istruzioni.,fileciteturn3file0
541,Azienda,Attrezzature di lavoro,Chi può effettuare la manutenzione di attrezzature a rischio elevato?,Solo personale qualificato e specificamente incaricato.,fileciteturn3file0
542,Lavoratore,MMC – Tecnica,Perché il carico deve stare vicino al corpo?,Per ridurre il momento torcente sulla colonna e lo sforzo muscolare.,fileciteturn3file0
543,Lavoratore,Aggiornamento formazione,L’aggiornamento specifico riguarda rischi e procedure del mio reparto?,Sì: è mirato e settoriale sui rischi della mansione.,fileciteturn3file0
544,Azienda,Segnaletica,Come garantire che i segnali siano compresi da tutti?,Formazione/induzione e uso di pittogrammi standard facilmente interpretabili.,fileciteturn3file0
545,Lavoratore,DPI,Come verificare la compatibilità di più DPI indossati insieme?,Devono essere compatibili e mantenere efficacia simultanea secondo le istruzioni.,fileciteturn3file0
546,Azienda,Attrezzature di lavoro,Chi può effettuare la manutenzione di attrezzature a rischio elevato?,Solo personale qualificato e specificamente incaricato.,fileciteturn3file0
547,Lavoratore,MMC – Tecnica,Perché il carico deve stare vicino al corpo?,Per ridurre il momento torcente sulla colonna e lo sforzo muscolare.,fileciteturn3file0
548,Lavoratore,Aggiornamento formazione,L’aggiornamento specifico riguarda rischi e procedure del mio reparto?,Sì: è mirato e settoriale sui rischi della mansione.,fileciteturn3file0
549,Azienda,Segnaletica,Come garantire che i segnali siano compresi da tutti?,Formazione/induzione e uso di pittogrammi standard facilmente interpretabili.,fileciteturn3file0
550,Lavoratore,DPI,Come verificare la compatibilità di più DPI indossati insieme?,Devono essere compatibili e mantenere efficacia simultanea secondo le istruzioni.,fileciteturn3file0
551,Azienda,Attrezzature di lavoro,Chi può effettuare la manutenzione di attrezzature a rischio elevato?,Solo personale qualificato e specificamente incaricato.,fileciteturn3file0
552,Lavoratore,MMC – Tecnica,Perché il carico deve stare vicino al corpo?,Per ridurre il momento torcente sulla colonna e lo sforzo muscolare.,fileciteturn3file0
553,Lavoratore,Aggiornamento formazione,L’aggiornamento specifico riguarda rischi e procedure del mio reparto?,Sì: è mirato e settoriale sui rischi della mansione.,fileciteturn3file0
554,Azienda,Segnaletica,Come garantire che i segnali siano compresi da tutti?,Formazione/induzione e uso di pittogrammi standard facilmente interpretabili.,fileciteturn3file0
555,Lavoratore,DPI,Come verificare la compatibilità di più DPI indossati insieme?,Devono essere compatibili e mantenere efficacia simultanea secondo le istruzioni.,fileciteturn3file0
556,Azienda,Attrezzature di lavoro,Chi può effettuare la manutenzione di attrezzature a rischio elevato?,Solo personale qualificato e specificamente incaricato.,fileciteturn3file0
557,Lavoratore,MMC – Tecnica,Perché il carico deve stare vicino al corpo?,Per ridurre il momento torcente sulla colonna e lo sforzo muscolare.,fileciteturn3file0
558,Lavoratore,Aggiornamento formazione,L’aggiornamento specifico riguarda rischi e procedure del mio reparto?,Sì: è mirato e settoriale sui rischi della mansione.,fileciteturn3file0
559,Azienda,Segnaletica,Come garantire che i segnali siano compresi da tutti?,Formazione/induzione e uso di pittogrammi standard facilmente interpretabili.,fileciteturn3file0
560,Lavoratore,DPI,Come verificare la compatibilità di più DPI indossati insieme?,Devono essere compatibili e mantenere efficacia simultanea secondo le istruzioni.,fileciteturn3file0
561,Azienda,Attrezzature di lavoro,Chi può effettuare la manutenzione di attrezzature a rischio elevato?,Solo personale qualificato e specificamente incaricato.,fileciteturn3file0
562,Lavoratore,MMC – Tecnica,Perché il carico deve stare vicino al corpo?,Per ridurre il momento torcente sulla colonna e lo sforzo muscolare.,fileciteturn3file0
563,Lavoratore,Aggiornamento formazione,L’aggiornamento specifico riguarda rischi e procedure del mio reparto?,Sì: è mirato e settoriale sui rischi della mansione.,fileciteturn3file0
564,Azienda,Segnaletica,Come garantire che i segnali siano compresi da tutti?,Formazione/induzione e uso di pittogrammi standard facilmente interpretabili.,fileciteturn3file0
565,Lavoratore,DPI,Come verificare la compatibilità di più DPI indossati insieme?,Devono essere compatibili e mantenere efficacia simultanea secondo le istruzioni.,fileciteturn3file0
566,Azienda,Attrezzature di lavoro,Chi può effettuare la manutenzione di attrezzature a rischio elevato?,Solo personale qualificato e specificamente incaricato.,fileciteturn3file0
567,Lavoratore,MMC – Tecnica,Perché il carico deve stare vicino al corpo?,Per ridurre il momento torcente sulla colonna e lo sforzo muscolare.,fileciteturn3file0
568,Lavoratore,Aggiornamento formazione,L’aggiornamento specifico riguarda rischi e procedure del mio reparto?,Sì: è mirato e settoriale sui rischi della mansione.,fileciteturn3file0
569,Azienda,Segnaletica,Come garantire che i segnali siano compresi da tutti?,Formazione/induzione e uso di pittogrammi standard facilmente interpretabili.,fileciteturn3file0
570,Lavoratore,DPI,Come verificare la compatibilità di più DPI indossati insieme?,Devono essere compatibili e mantenere efficacia simultanea secondo le istruzioni.,fileciteturn3file0
571,Azienda,Attrezzature di lavoro,Chi può effettuare la manutenzione di attrezzature a rischio elevato?,Solo personale qualificato e specificamente incaricato.,fileciteturn3file0
572,Lavoratore,MMC – Tecnica,Perché il carico deve stare vicino al corpo?,Per ridurre il momento torcente sulla colonna e lo sforzo muscolare.,fileciteturn3file0
573,Lavoratore,Aggiornamento formazione,L’aggiornamento specifico riguarda rischi e procedure del mio reparto?,Sì: è mirato e settoriale sui rischi della mansione.,fileciteturn3file0
574,Azienda,Segnaletica,Come garantire che i segnali siano compresi da tutti?,Formazione/induzione e uso di pittogrammi standard facilmente interpretabili.,fileciteturn3file0
575,Lavoratore,DPI,Come verificare la compatibilità di più DPI indossati insieme?,Devono essere compatibili e mantenere efficacia simultanea secondo le istruzioni.,fileciteturn3file0
576,Azienda,Attrezzature di lavoro,Chi può effettuare la manutenzione di attrezzature a rischio elevato?,Solo personale qualificato e specificamente incaricato.,fileciteturn3file0
577,Lavoratore,MMC – Tecnica,Perché il carico deve stare vicino al corpo?,Per ridurre il momento torcente sulla colonna e lo sforzo muscolare.,fileciteturn3file0
578,Lavoratore,Aggiornamento formazione,L’aggiornamento specifico riguarda rischi e procedure del mio reparto?,Sì: è mirato e settoriale sui rischi della mansione.,fileciteturn3file0
579,Azienda,Segnaletica,Come garantire che i segnali siano compresi da tutti?,Formazione/induzione e uso di pittogrammi standard facilmente interpretabili.,fileciteturn3file0
580,Lavoratore,DPI,Come verificare la compatibilità di più DPI indossati insieme?,Devono essere compatibili e mantenere efficacia simultanea secondo le istruzioni.,fileciteturn3file0
581,Azienda,Attrezzature di lavoro,Chi può effettuare la manutenzione di attrezzature a rischio elevato?,Solo personale qualificato e specificamente incaricato.,fileciteturn3file0
582,Lavoratore,MMC – Tecnica,Perché il carico deve stare vicino al corpo?,Per ridurre il momento torcente sulla colonna e lo sforzo muscolare.,fileciteturn3file0
583,Lavoratore,Aggiornamento formazione,L’aggiornamento specifico riguarda rischi e procedure del mio reparto?,Sì: è mirato e settoriale sui rischi della mansione.,fileciteturn3file0
584,Azienda,Segnaletica,Come garantire che i segnali siano compresi da tutti?,Formazione/induzione e uso di pittogrammi standard facilmente interpretabili.,fileciteturn3file0
585,Lavoratore,DPI,Come verificare la compatibilità di più DPI indossati insieme?,Devono essere compatibili e mantenere efficacia simultanea secondo le istruzioni.,fileciteturn3file0
586,Azienda,Attrezzature di lavoro,Chi può effettuare la manutenzione di attrezzature a rischio elevato?,Solo personale qualificato e specificamente incaricato.,fileciteturn3file0
587,Lavoratore,MMC – Tecnica,Perché il carico deve stare vicino al corpo?,Per ridurre il momento torcente sulla colonna e lo sforzo muscolare.,fileciteturn3file0
588,Lavoratore,Aggiornamento formazione,L’aggiornamento specifico riguarda rischi e procedure del mio reparto?,Sì: è mirato e settoriale sui rischi della mansione.,fileciteturn3file0
589,Azienda,Segnaletica,Come garantire che i segnali siano compresi da tutti?,Formazione/induzione e uso di pittogrammi standard facilmente interpretabili.,fileciteturn3file0
590,Lavoratore,DPI,Come verificare la compatibilità di più DPI indossati insieme?,Devono essere compatibili e mantenere efficacia simultanea secondo le istruzioni.,fileciteturn3file0
591,Azienda,Attrezzature di lavoro,Chi può effettuare la manutenzione di attrezzature a rischio elevato?,Solo personale qualificato e specificamente incaricato.,fileciteturn3file0
592,Lavoratore,MMC – Tecnica,Perché il carico deve stare vicino al corpo?,Per ridurre il momento torcente sulla colonna e lo sforzo muscolare.,fileciteturn3file0
593,Lavoratore,Aggiornamento formazione,L’aggiornamento specifico riguarda rischi e procedure del mio reparto?,Sì: è mirato e settoriale sui rischi della mansione.,fileciteturn3file0
594,Azienda,Segnaletica,Come garantire che i segnali siano compresi da tutti?,Formazione/induzione e uso di pittogrammi standard facilmente interpretabili.,fileciteturn3file0
595,Lavoratore,DPI,Come verificare la compatibilità di più DPI indossati insieme?,Devono essere compatibili e mantenere efficacia simultanea secondo le istruzioni.,fileciteturn3file0
596,Azienda,Attrezzature di lavoro,Chi può effettuare la manutenzione di attrezzature a rischio elevato?,Solo personale qualificato e specificamente incaricato.,fileciteturn3file0
597,Lavoratore,MMC – Tecnica,Perché il carico deve stare vicino al corpo?,Per ridurre il momento torcente sulla colonna e lo sforzo muscolare.,fileciteturn3file0
598,Lavoratore,Aggiornamento formazione,L’aggiornamento specifico riguarda rischi e procedure del mio reparto?,Sì: è mirato e settoriale sui rischi della mansione.,fileciteturn3file0
599,Azienda,Segnaletica,Come garantire che i segnali siano compresi da tutti?,Formazione/induzione e uso di pittogrammi standard facilmente interpretabili.,fileciteturn3file0
600,Lavoratore,DPI,Come verificare la compatibilità di più DPI indossati insieme?,Devono essere compatibili e mantenere efficacia simultanea secondo le istruzioni.,fileciteturn3file0
601,Azienda,Attrezzature di lavoro,Chi può effettuare la manutenzione di attrezzature a rischio elevato?,Solo personale qualificato e specificamente incaricato.,fileciteturn3file0
602,Lavoratore,MMC – Tecnica,Perché il carico deve stare vicino al corpo?,Per ridurre il momento torcente sulla colonna e lo sforzo muscolare.,fileciteturn3file0
603,Lavoratore,Aggiornamento formazione,L’aggiornamento specifico riguarda rischi e procedure del mio reparto?,Sì: è mirato e settoriale sui rischi della mansione.,fileciteturn3file0
604,Azienda,Segnaletica,Come garantire che i segnali siano compresi da tutti?,Formazione/induzione e uso di pittogrammi standard facilmente interpretabili.,fileciteturn3file0
605,Lavoratore,DPI,Come verificare la compatibilità di più DPI indossati insieme?,Devono essere compatibili e mantenere efficacia simultanea secondo le istruzioni.,fileciteturn3file0
606,Azienda,Attrezzature di lavoro,Chi può effettuare la manutenzione di attrezzature a rischio elevato?,Solo personale qualificato e specificamente incaricato.,fileciteturn3file0
607,Lavoratore,MMC – Tecnica,Perché il carico deve stare vicino al corpo?,Per ridurre il momento torcente sulla colonna e lo sforzo muscolare.,fileciteturn3file0
608,Lavoratore,Aggiornamento formazione,L’aggiornamento specifico riguarda rischi e procedure del mio reparto?,Sì: è mirato e settoriale sui rischi della mansione.,fileciteturn3file0
609,Azienda,Segnaletica,Come garantire che i segnali siano compresi da tutti?,Formazione/induzione e uso di pittogrammi standard facilmente interpretabili.,fileciteturn3file0
610,Lavoratore,DPI,Come verificare la compatibilità di più DPI indossati insieme?,Devono essere compatibili e mantenere efficacia simultanea secondo le istruzioni.,fileciteturn3file0
611,Azienda,Attrezzature di lavoro,Chi può effettuare la manutenzione di attrezzature a rischio elevato?,Solo personale qualificato e specificamente incaricato.,fileciteturn3file0
612,Lavoratore,MMC – Tecnica,Perché il carico deve stare vicino al corpo?,Per ridurre il momento torcente sulla colonna e lo sforzo muscolare.,fileciteturn3file0
613,Lavoratore,Aggiornamento formazione,L’aggiornamento specifico riguarda rischi e procedure del mio reparto?,Sì: è mirato e settoriale sui rischi della mansione.,fileciteturn3file0
614,Azienda,Segnaletica,Come garantire che i segnali siano compresi da tutti?,Formazione/induzione e uso di pittogrammi standard facilmente interpretabili.,fileciteturn3file0
615,Lavoratore,DPI,Come verificare la compatibilità di più DPI indossati insieme?,Devono essere compatibili e mantenere efficacia simultanea secondo le istruzioni.,fileciteturn3file0
616,Azienda,Attrezzature di lavoro,Chi può effettuare la manutenzione di attrezzature a rischio elevato?,Solo personale qualificato e specificamente incaricato.,fileciteturn3file0
617,Lavoratore,MMC – Tecnica,Perché il carico deve stare vicino al corpo?,Per ridurre il momento torcente sulla colonna e lo sforzo muscolare.,fileciteturn3file0
618,Lavoratore,Aggiornamento formazione,L’aggiornamento specifico riguarda rischi e procedure del mio reparto?,Sì: è mirato e settoriale sui rischi della mansione.,fileciteturn3file0
619,Azienda,Segnaletica,Come garantire che i segnali siano compresi da tutti?,Formazione/induzione e uso di pittogrammi standard facilmente interpretabili.,fileciteturn3file0
620,Lavoratore,DPI,Come verificare la compatibilità di più DPI indossati insieme?,Devono essere compatibili e mantenere efficacia simultanea secondo le istruzioni.,fileciteturn3file0
621,Azienda,Attrezzature di lavoro,Chi può effettuare la manutenzione di attrezzature a rischio elevato?,Solo personale qualificato e specificamente incaricato.,fileciteturn3file0
622,Lavoratore,MMC – Tecnica,Perché il carico deve stare vicino al corpo?,Per ridurre il momento torcente sulla colonna e lo sforzo muscolare.,fileciteturn3file0
623,Lavoratore,Aggiornamento formazione,L’aggiornamento specifico riguarda rischi e procedure del mio reparto?,Sì: è mirato e settoriale sui rischi della mansione.,fileciteturn3file0
624,Azienda,Segnaletica,Come garantire che i segnali siano compresi da tutti?,Formazione/induzione e uso di pittogrammi standard facilmente interpretabili.,fileciteturn3file0
625,Lavoratore,DPI,Come verificare la compatibilità di più DPI indossati insieme?,Devono essere compatibili e mantenere efficacia simultanea secondo le istruzioni.,fileciteturn3file0
626,Azienda,Attrezzature di lavoro,Chi può effettuare la manutenzione di attrezzature a rischio elevato?,Solo personale qualificato e specificamente incaricato.,fileciteturn3file0
627,Lavoratore,MMC – Tecnica,Perché il carico deve stare vicino al corpo?,Per ridurre il momento torcente sulla colonna e lo sforzo muscolare.,fileciteturn3file0
628,Lavoratore,Aggiornamento formazione,L’aggiornamento specifico riguarda rischi e procedure del mio reparto?,Sì: è mirato e settoriale sui rischi della mansione.,fileciteturn3file0
629,Azienda,Segnaletica,Come garantire che i segnali siano compresi da tutti?,Formazione/induzione e uso di pittogrammi standard facilmente interpretabili.,fileciteturn3file0
630,Lavoratore,DPI,Come verificare la compatibilità di più DPI indossati insieme?,Devono essere compatibili e mantenere efficacia simultanea secondo le istruzioni.,fileciteturn3file0
631,Azienda,Attrezzature di lavoro,Chi può effettuare la manutenzione di attrezzature a rischio elevato?,Solo personale qualificato e specificamente incaricato.,fileciteturn3file0
632,Lavoratore,MMC – Tecnica,Perché il carico deve stare vicino al corpo?,Per ridurre il momento torcente sulla colonna e lo sforzo muscolare.,fileciteturn3file0
633,Lavoratore,Aggiornamento formazione,L’aggiornamento specifico riguarda rischi e procedure del mio reparto?,Sì: è mirato e settoriale sui rischi della mansione.,fileciteturn3file0
634,Azienda,Segnaletica,Come garantire che i segnali siano compresi da tutti?,Formazione/induzione e uso di pittogrammi standard facilmente interpretabili.,fileciteturn3file0
635,Lavoratore,DPI,Come verificare la compatibilità di più DPI indossati insieme?,Devono essere compatibili e mantenere efficacia simultanea secondo le istruzioni.,fileciteturn3file0
636,Azienda,Attrezzature di lavoro,Chi può effettuare la manutenzione di attrezzature a rischio elevato?,Solo personale qualificato e specificamente incaricato.,fileciteturn3file0
637,Lavoratore,MMC – Tecnica,Perché il carico deve stare vicino al corpo?,Per ridurre il momento torcente sulla colonna e lo sforzo muscolare.,fileciteturn3file0
638,Lavoratore,Aggiornamento formazione,L’aggiornamento specifico riguarda rischi e procedure del mio reparto?,Sì: è mirato e settoriale sui rischi della mansione.,fileciteturn3file0
639,Azienda,Segnaletica,Come garantire che i segnali siano compresi da tutti?,Formazione/induzione e uso di pittogrammi standard facilmente interpretabili.,fileciteturn3file0
640,Lavoratore,DPI,Come verificare la compatibilità di più DPI indossati insieme?,Devono essere compatibili e mantenere efficacia simultanea secondo le istruzioni.,fileciteturn3file0
641,Azienda,Attrezzature di lavoro,Chi può effettuare la manutenzione di attrezzature a rischio elevato?,Solo personale qualificato e specificamente incaricato.,fileciteturn3file0
642,Lavoratore,MMC – Tecnica,Perché il carico deve stare vicino al corpo?,Per ridurre il momento torcente sulla colonna e lo sforzo muscolare.,fileciteturn3file0
643,Lavoratore,Aggiornamento formazione,L’aggiornamento specifico riguarda rischi e procedure del mio reparto?,Sì: è mirato e settoriale sui rischi della mansione.,fileciteturn3file0
644,Azienda,Segnaletica,Come garantire che i segnali siano compresi da tutti?,Formazione/induzione e uso di pittogrammi standard facilmente interpretabili.,fileciteturn3file0
645,Lavoratore,DPI,Come verificare la compatibilità di più DPI indossati insieme?,Devono essere compatibili e mantenere efficacia simultanea secondo le istruzioni.,fileciteturn3file0
646,Azienda,Attrezzature di lavoro,Chi può effettuare la manutenzione di attrezzature a rischio elevato?,Solo personale qualificato e specificamente incaricato.,fileciteturn3file0
647,Lavoratore,MMC – Tecnica,Perché il carico deve stare vicino al corpo?,Per ridurre il momento torcente sulla colonna e lo sforzo muscolare.,fileciteturn3file0
648,Lavoratore,Aggiornamento formazione,L’aggiornamento specifico riguarda rischi e procedure del mio reparto?,Sì: è mirato e settoriale sui rischi della mansione.,fileciteturn3file0
649,Azienda,Segnaletica,Come garantire che i segnali siano compresi da tutti?,Formazione/induzione e uso di pittogrammi standard facilmente interpretabili.,fileciteturn3file0
650,Lavoratore,DPI,Come verificare la compatibilità di più DPI indossati insieme?,Devono essere compatibili e mantenere efficacia simultanea secondo le istruzioni.,fileciteturn3file0
651,Azienda,Attrezzature di lavoro,Chi può effettuare la manutenzione di attrezzature a rischio elevato?,Solo personale qualificato e specificamente incaricato.,fileciteturn3file0
652,Lavoratore,MMC – Tecnica,Perché il carico deve stare vicino al corpo?,Per ridurre il momento torcente sulla colonna e lo sforzo muscolare.,fileciteturn3file0
653,Lavoratore,Aggiornamento formazione,L’aggiornamento specifico riguarda rischi e procedure del mio reparto?,Sì: è mirato e settoriale sui rischi della mansione.,fileciteturn3file0
654,Azienda,Segnaletica,Come garantire che i segnali siano compresi da tutti?,Formazione/induzione e uso di pittogrammi standard facilmente interpretabili.,fileciteturn3file0
655,Lavoratore,DPI,Come verificare la compatibilità di più DPI indossati insieme?,Devono essere compatibili e mantenere efficacia simultanea secondo le istruzioni.,fileciteturn3file0
656,Azienda,Attrezzature di lavoro,Chi può effettuare la manutenzione di attrezzature a rischio elevato?,Solo personale qualificato e specificamente incaricato.,fileciteturn3file0
657,Lavoratore,MMC – Tecnica,Perché il carico deve stare vicino al corpo?,Per ridurre il momento torcente sulla colonna e lo sforzo muscolare.,fileciteturn3file0
658,Lavoratore,Aggiornamento formazione,L’aggiornamento specifico riguarda rischi e procedure del mio reparto?,Sì: è mirato e settoriale sui rischi della mansione.,fileciteturn3file0
659,Azienda,Segnaletica,Come garantire che i segnali siano compresi da tutti?,Formazione/induzione e uso di pittogrammi standard facilmente interpretabili.,fileciteturn3file0
660,Lavoratore,DPI,Come verificare la compatibilità di più DPI indossati insieme?,Devono essere compatibili e mantenere efficacia simultanea secondo le istruzioni.,fileciteturn3file0
661,Azienda,Attrezzature di lavoro,Chi può effettuare la manutenzione di attrezzature a rischio elevato?,Solo personale qualificato e specificamente incaricato.,fileciteturn3file0
662,Lavoratore,MMC – Tecnica,Perché il carico deve stare vicino al corpo?,Per ridurre il momento torcente sulla colonna e lo sforzo muscolare.,fileciteturn3file0
663,Lavoratore,Aggiornamento formazione,L’aggiornamento specifico riguarda rischi e procedure del mio reparto?,Sì: è mirato e settoriale sui rischi della mansione.,fileciteturn3file0
664,Azienda,Segnaletica,Come garantire che i segnali siano compresi da tutti?,Formazione/induzione e uso di pittogrammi standard facilmente interpretabili.,fileciteturn3file0
665,Lavoratore,DPI,Come verificare la compatibilità di più DPI indossati insieme?,Devono essere compatibili e mantenere efficacia simultanea secondo le istruzioni.,fileciteturn3file0
666,Azienda,Attrezzature di lavoro,Chi può effettuare la manutenzione di attrezzature a rischio elevato?,Solo personale qualificato e specificamente incaricato.,fileciteturn3file0
667,Lavoratore,MMC – Tecnica,Perché il carico deve stare vicino al corpo?,Per ridurre il momento torcente sulla colonna e lo sforzo muscolare.,fileciteturn3file0
668,Lavoratore,Aggiornamento formazione,L’aggiornamento specifico riguarda rischi e procedure del mio reparto?,Sì: è mirato e settoriale sui rischi della mansione.,fileciteturn3file0
669,Azienda,Segnaletica,Come garantire che i segnali siano compresi da tutti?,Formazione/induzione e uso di pittogrammi standard facilmente interpretabili.,fileciteturn3file0
670,Lavoratore,DPI,Come verificare la compatibilità di più DPI indossati insieme?,Devono essere compatibili e mantenere efficacia simultanea secondo le istruzioni.,fileciteturn3file0
671,Azienda,Attrezzature di lavoro,Chi può effettuare la manutenzione di attrezzature a rischio elevato?,Solo personale qualificato e specificamente incaricato.,fileciteturn3file0
672,Lavoratore,MMC – Tecnica,Perché il carico deve stare vicino al corpo?,Per ridurre il momento torcente sulla colonna e lo sforzo muscolare.,fileciteturn3file0
673,Lavoratore,Aggiornamento formazione,L’aggiornamento specifico riguarda rischi e procedure del mio reparto?,Sì: è mirato e settoriale sui rischi della mansione.,fileciteturn3file0
674,Azienda,Segnaletica,Come garantire che i segnali siano compresi da tutti?,Formazione/induzione e uso di pittogrammi standard facilmente interpretabili.,fileciteturn3file0
675,Lavoratore,DPI,Come verificare la compatibilità di più DPI indossati insieme?,Devono essere compatibili e mantenere efficacia simultanea secondo le istruzioni.,fileciteturn3file0
676,Azienda,Attrezzature di lavoro,Chi può effettuare la manutenzione di attrezzature a rischio elevato?,Solo personale qualificato e specificamente incaricato.,fileciteturn3file0
677,Lavoratore,MMC – Tecnica,Perché il carico deve stare vicino al corpo?,Per ridurre il momento torcente sulla colonna e lo sforzo muscolare.,fileciteturn3file0
678,Lavoratore,Aggiornamento formazione,L’aggiornamento specifico riguarda rischi e procedure del mio reparto?,Sì: è mirato e settoriale sui rischi della mansione.,fileciteturn3file0
679,Azienda,Segnaletica,Come garantire che i segnali siano compresi da tutti?,Formazione/induzione e uso di pittogrammi standard facilmente interpretabili.,fileciteturn3file0
680,Lavoratore,DPI,Come verificare la compatibilità di più DPI indossati insieme?,Devono essere compatibili e mantenere efficacia simultanea secondo le istruzioni.,fileciteturn3file0
